,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
15026,2011-12-14,43,15.3,19.6,8.8,,,SE,44.0,SE,26.0,88.0,1014.2,,18.3,Yes,Yes
15027,2012-01-16,43,17.0,21.5,0.0,,,SSW,39.0,SSE,13.0,53.0,1012.8,,19.1,No,No
15028,2012-01-21,43,22.3,31.3,0.0,,,NNE,41.0,SSE,13.0,48.0,1004.3,,28.8,No,No
15029,2012-01-22,43,20.1,24.9,0.0,,,SSW,28.0,SSW,19.0,69.0,1011.7,,24.1,No,No
15030,2012-01-23,43,17.3,24.9,0.0,,,SE,41.0,SE,20.0,53.0,1016.9,,23.0,No,No
15031,2012-01-29,43,15.9,21.7,0.4,,,SE,61.0,SE,37.0,57.0,1014.7,,18.9,No,No
15032,2012-02-14,43,14.1,26.1,0.2,,,SSW,30.0,SSE,15.0,58.0,1015.3,,24.1,No,No
15033,2012-02-17,43,14.5,24.7,0.0,,,S,28.0,WSW,11.0,78.0,1013.1,,22.8,No,No
15034,2012-02-18,43,16.6,25.6,0.8,,,SSE,37.0,SSE,22.0,54.0,1017.6,,23.8,No,No
15035,2012-02-19,43,13.4,25.0,0.0,,,SE,46.0,SE,28.0,51.0,1020.0,,22.9,No,No
15036,2012-03-06,43,17.5,38.1,0.0,,,NNE,50.0,NNE,17.0,11.0,1008.6,,36.7,No,No
15037,2012-03-08,43,13.2,23.1,0.0,,,ESE,33.0,SSE,17.0,53.0,1018.7,,21.6,No,No
15038,2012-03-12,43,16.5,26.6,0.0,,,SSW,30.0,S,17.0,82.0,1008.4,,22.3,No,No
15039,2012-03-16,43,10.9,25.4,0.0,,,SSE,39.0,SE,24.0,51.0,1015.5,,23.7,No,No
15040,2012-03-25,43,15.8,26.0,0.0,,,NE,35.0,WSW,17.0,58.0,1012.9,,24.0,No,No
15041,2012-03-29,43,11.8,29.0,0.0,,,WSW,67.0,W,22.0,59.0,1009.7,,23.7,No,No
15042,2012-04-21,43,12.4,19.3,0.6,,,SW,43.0,WSW,13.0,80.0,1014.9,,16.3,No,Yes
15043,2012-04-24,43,7.2,21.4,0.0,,,NE,31.0,ENE,13.0,46.0,1021.4,,20.9,No,No
15044,2012-05-03,43,13.3,25.4,2.2,,,NNE,41.0,WNW,7.0,57.0,1012.0,,23.7,Yes,No
15045,2012-05-16,43,8.5,19.6,0.0,,,NW,24.0,SE,9.0,82.0,1017.4,,16.9,No,Yes
15046,2012-05-30,43,12.4,21.9,0.0,,,NNW,48.0,NNW,13.0,46.0,1016.0,,20.4,No,Yes
15047,2012-06-06,43,12.6,17.2,0.0,,,NE,41.0,ENE,15.0,54.0,1011.1,,16.5,No,No
15048,2012-06-11,43,12.6,14.2,14.4,,,NW,78.0,WNW,31.0,86.0,997.1,,9.2,Yes,Yes
15049,2012-06-22,43,7.8,16.4,2.6,,,WNW,28.0,WNW,19.0,75.0,1030.7,,14.3,Yes,No
15050,2012-06-26,43,9.2,16.8,0.2,,,NNW,61.0,NNW,15.0,60.0,1008.0,,16.3,No,Yes
15051,2012-07-05,43,8.9,19.6,0.0,,,NNW,35.0,NNW,13.0,38.0,1018.5,,19.4,No,No
15052,2012-07-06,43,13.0,17.4,1.0,,,NNW,39.0,NW,9.0,90.0,1016.7,,15.5,No,Yes
15053,2012-07-08,43,6.3,13.1,28.6,,,SE,41.0,SSE,17.0,61.0,1022.1,,11.6,Yes,No
15054,2012-07-16,43,11.4,15.6,8.6,,,NW,56.0,WSW,20.0,65.0,1018.3,,14.1,Yes,Yes
15055,2012-11-02,43,10.1,21.0,5.8,,,WSW,28.0,W,19.0,63.0,1008.3,,19.9,Yes,No
15056,2012-11-16,43,11.4,20.3,0.0,,,SE,33.0,SSE,17.0,71.0,1019.0,,19.2,No,No
15057,2012-11-30,43,8.5,16.9,16.4,,,WSW,52.0,WSW,20.0,76.0,1014.4,,13.4,Yes,No
15058,2013-01-02,43,19.0,25.8,0.4,,,W,52.0,W,22.0,52.0,1009.0,,25.0,No,No
15059,2013-01-10,43,16.7,23.0,0.0,,,W,44.0,SW,17.0,59.0,1009.3,,20.2,No,No
15060,2013-01-17,43,14.2,20.0,2.4,,,W,59.0,SW,26.0,45.0,1017.3,,19.0,Yes,No
15061,2013-01-28,43,11.7,22.9,0.4,,,SE,39.0,SSE,17.0,53.0,1025.1,,20.9,No,No
15062,2013-01-30,43,16.2,23.5,2.6,,,SSW,33.0,SSE,15.0,59.0,1022.4,,20.4,Yes,No
15063,2013-03-11,43,18.5,20.9,0.2,,,SW,44.0,SSW,20.0,80.0,1012.9,,14.3,No,Yes
15064,2013-03-16,43,15.9,20.5,12.4,,,ESE,46.0,ESE,22.0,91.0,1022.2,,18.0,Yes,Yes
15065,2013-03-20,43,16.3,21.0,1.6,,,SW,46.0,S,17.0,64.0,1019.4,,17.8,Yes,No
15066,2013-04-05,43,16.5,26.1,0.0,,,WSW,39.0,WNW,17.0,60.0,1014.3,,23.8,No,No
15067,2013-04-09,43,18.2,23.7,0.0,,,ESE,35.0,ESE,24.0,74.0,1017.3,,21.1,No,No
15068,2013-04-16,43,16.1,21.6,0.0,,,E,26.0,S,7.0,82.0,1013.6,,21.0,No,No
15069,2013-05-11,43,11.5,17.2,14.8,,,,56.0,,19.0,,1023.9,,16.8,Yes,Yes
15070,2013-05-20,43,9.6,19.2,0.0,,,,41.0,,,,1011.2,,14.5,No,Yes
15071,2013-06-14,43,9.7,18.5,0.0,,,NNE,31.0,ENE,7.0,52.0,1016.2,,18.2,No,No
15072,2013-06-19,43,11.1,17.3,16.8,,,SSW,31.0,WSW,19.0,64.0,1021.7,,15.2,Yes,Yes
15073,2013-07-03,43,8.9,14.3,14.2,,,W,59.0,WSW,22.0,61.0,1017.1,,12.9,Yes,Yes
15074,2013-07-10,43,8.2,17.0,17.6,,,NNW,28.0,NNW,15.0,58.0,1013.5,,16.2,Yes,No
15075,2013-07-19,43,9.1,13.6,2.6,,,SE,35.0,ESE,11.0,72.0,1033.4,,12.6,Yes,Yes
15076,2013-07-25,43,8.8,16.3,0.8,,,NNW,37.0,N,9.0,79.0,1013.5,,14.6,No,Yes
15077,2013-07-30,43,11.8,18.9,0.0,,,NNW,52.0,NW,20.0,64.0,1014.4,,17.6,No,Yes
15078,2013-07-31,43,12.9,17.7,1.4,,,NW,48.0,WNW,17.0,80.0,1014.0,,16.3,Yes,Yes
15079,2013-08-09,43,11.4,16.9,8.2,,,NNW,39.0,NW,19.0,75.0,1014.7,,16.0,Yes,No
15080,2013-08-11,43,9.6,14.9,17.8,,,NW,56.0,WNW,17.0,76.0,1014.9,,13.1,Yes,Yes
15081,2013-09-04,43,7.6,16.0,21.2,,,W,70.0,WNW,37.0,68.0,1020.0,,14.0,Yes,Yes
15082,2013-09-06,43,9.5,17.2,1.6,,,SSW,26.0,SE,13.0,67.0,1022.6,,16.2,Yes,No
15083,2013-09-18,43,9.3,15.9,2.6,,,WNW,76.0,WNW,33.0,84.0,1004.4,,12.4,Yes,Yes
15084,2013-09-23,43,10.7,17.2,14.0,,,NW,91.0,NW,35.0,73.0,993.3,,16.6,Yes,Yes
15085,2013-10-05,43,11.2,18.8,1.4,,,WNW,59.0,W,24.0,65.0,1010.9,,16.7,Yes,Yes
15086,2013-10-13,43,4.9,17.4,0.0,,,SSW,28.0,S,13.0,60.0,1024.8,,16.1,No,No
15087,2013-10-14,43,5.8,21.8,0.0,,,WSW,39.0,WNW,22.0,59.0,1019.1,,18.5,No,No
15088,2013-10-27,43,13.2,20.3,0.2,,,SE,30.0,SSE,15.0,73.0,1023.1,,18.4,No,No
15089,2013-10-31,43,16.0,22.8,0.0,,,NW,35.0,SW,15.0,63.0,1015.5,,21.5,No,Yes
15090,2013-11-13,43,14.0,18.7,,,,SSW,44.0,SSE,13.0,89.0,1016.5,,17.3,,No
15091,2013-11-16,43,12.0,28.0,0.0,,,NE,35.0,SSW,15.0,59.0,1010.2,,27.2,No,No
15092,2013-11-17,43,13.2,24.3,0.0,,,SSW,43.0,S,20.0,84.0,1010.9,,18.0,No,No
15093,2013-12-08,43,12.1,18.2,2.2,,,S,31.0,S,15.0,73.0,1016.8,,15.8,Yes,No
15094,2013-12-27,43,13.3,23.0,0.0,,,SSW,56.0,S,15.0,57.0,1015.7,,20.7,No,No
15095,2013-12-28,43,9.3,23.7,0.0,,,SE,35.0,SSE,17.0,59.0,1014.1,,22.2,No,No
15096,2014-01-04,43,9.8,22.0,0.0,,,WSW,41.0,WSW,22.0,55.0,1017.6,,20.0,No,No
15097,2014-01-06,43,13.0,32.8,0.0,,,NNE,41.0,S,11.0,61.0,1011.0,,26.6,No,No
15098,2014-01-08,43,13.6,24.8,0.0,,,SW,33.0,SW,15.0,62.0,1016.1,,22.6,No,No
15099,2014-01-17,43,14.3,24.0,0.0,,,SE,33.0,ESE,20.0,51.0,1013.9,,22.4,No,No
15100,2014-01-26,43,19.6,22.4,0.0,,,S,33.0,SSE,11.0,66.0,1012.2,,20.4,No,No
15101,2014-01-27,43,12.4,24.2,0.0,,,WSW,50.0,WSW,24.0,71.0,1011.0,,19.2,No,No
15102,2014-01-28,43,14.6,21.0,0.0,,,SE,39.0,SSE,24.0,54.0,1020.7,,18.3,No,No
15103,2014-01-29,43,10.8,25.5,0.0,,,SSW,35.0,SSE,15.0,54.0,1012.9,,24.5,No,No
15104,2014-02-23,43,14.2,28.1,0.0,,,N,28.0,S,13.0,61.0,1015.8,,25.1,No,No
15105,2014-02-25,43,15.4,22.8,0.0,,,SE,41.0,SE,26.0,51.0,1023.5,,20.1,No,No
15106,2014-03-21,43,12.1,23.2,0.0,,,SE,43.0,SE,22.0,53.0,1018.8,,21.9,No,No
15107,2014-03-26,43,17.6,26.1,2.2,,,ENE,28.0,SW,9.0,74.0,1017.4,,22.3,Yes,No
15108,2014-04-09,43,15.6,28.9,0.0,,,NNE,37.0,S,9.0,45.0,1010.8,,26.8,No,No
15109,2014-04-14,43,15.8,24.4,0.0,,,SSW,30.0,S,13.0,69.0,1016.5,,23.0,No,No
15110,2014-04-22,43,8.7,20.0,0.0,,,NNW,33.0,WNW,19.0,55.0,1018.2,,18.4,No,No
15111,2014-04-30,43,13.5,20.4,0.0,,,WNW,44.0,WSW,15.0,69.0,1021.9,,18.9,No,Yes
15112,2014-05-02,43,11.8,17.6,0.0,,,WSW,35.0,WSW,15.0,61.0,1027.8,,16.4,No,Yes
15113,2014-05-06,43,12.2,20.6,0.8,,,NE,22.0,NNE,7.0,77.0,1011.0,,18.6,No,No
15114,2014-05-12,43,15.0,18.1,1.6,,,NW,61.0,W,20.0,56.0,1016.0,,16.3,Yes,Yes
15115,2014-05-20,43,13.6,17.8,2.0,,,NNW,39.0,N,15.0,86.0,1012.2,,17.5,Yes,Yes
15116,2014-05-24,43,12.0,16.4,7.0,,,NW,80.0,WNW,31.0,63.0,1002.2,,15.1,Yes,Yes
15117,2014-05-29,43,12.2,17.1,4.0,,,SSW,44.0,S,11.0,71.0,1024.4,,15.9,Yes,No
15118,2014-06-13,43,10.2,15.9,0.6,,,WNW,20.0,W,11.0,63.0,1030.4,,15.3,No,No
15119,2014-06-20,43,10.4,19.0,14.8,,,NW,44.0,NW,26.0,59.0,1014.3,,18.6,Yes,No
15120,2014-06-22,43,8.2,13.8,19.2,,,WSW,67.0,SW,19.0,64.0,1024.4,,11.6,Yes,No
15121,2014-07-09,43,9.3,16.2,1.0,,,SW,28.0,W,11.0,64.0,1022.5,,14.8,No,Yes
15122,2014-07-12,43,5.9,14.8,0.8,,,NNE,37.0,NNW,13.0,73.0,1023.5,,13.9,No,No
15123,2014-07-18,43,5.7,17.3,,,,,,NNW,11.0,56.0,1020.7,,17.2,,No
15124,2014-07-26,43,12.3,14.9,17.6,,,NW,52.0,WNW,24.0,71.0,1011.8,,13.7,Yes,Yes
15125,2014-07-28,43,11.5,17.2,4.8,,,WNW,57.0,WNW,33.0,76.0,1016.7,,16.3,Yes,No
15126,2014-08-02,43,8.1,16.4,2.2,,,WSW,48.0,SW,13.0,56.0,1026.5,,15.4,Yes,No
15127,2014-08-10,43,8.0,19.1,0.0,,,ESE,33.0,SE,24.0,73.0,1027.7,,16.8,No,No
15128,2014-08-13,43,11.1,20.4,0.0,,,NE,56.0,NNE,7.0,47.0,1025.6,,20.1,No,No
15129,2014-08-23,43,6.5,18.3,0.0,,,NW,41.0,NW,20.0,65.0,1020.2,,16.5,No,No
15130,2014-08-31,43,7.6,15.5,1.2,,,SSW,35.0,SW,13.0,63.0,1019.3,,13.3,Yes,No
15131,2014-09-06,43,14.0,21.2,0.2,,,NW,61.0,WNW,30.0,96.0,997.0,,14.2,No,Yes
15132,2014-09-07,43,10.3,16.4,18.0,,,NW,46.0,NW,22.0,82.0,1002.3,,14.8,Yes,Yes
15133,2014-09-13,43,10.6,17.1,0.6,,,SSW,31.0,S,13.0,63.0,1020.2,,16.3,No,No
15134,2014-10-23,43,14.6,17.2,11.6,,,WSW,48.0,WSW,20.0,81.0,1015.0,,15.7,Yes,No
15135,2014-10-29,43,13.8,19.7,0.0,,,S,28.0,SSE,15.0,70.0,1015.0,,17.7,No,No
15136,2014-11-03,43,11.3,18.9,2.8,,,WSW,39.0,W,15.0,66.0,1021.5,,16.6,Yes,No
15137,2014-11-06,43,10.8,22.8,0.0,,,W,65.0,NW,35.0,50.0,999.8,,22.1,No,Yes
15138,2014-11-12,43,7.7,17.5,0.0,,,SSW,43.0,S,7.0,84.0,1017.5,,13.1,No,Yes
15139,2014-11-13,43,8.5,15.6,7.0,,,S,50.0,SSE,13.0,66.0,1025.1,,14.4,Yes,Yes
15140,2014-11-17,43,12.2,22.5,0.0,,,SE,37.0,SE,24.0,74.0,1011.5,,20.0,No,No
15141,2014-12-02,43,11.8,19.8,2.4,,,NE,41.0,SE,20.0,56.0,1013.4,,18.6,Yes,No
15142,2014-12-08,43,13.9,19.8,0.0,,,SSW,54.0,S,20.0,78.0,1012.6,,15.7,No,No
15143,2014-12-11,43,13.3,26.3,1.2,,,ESE,39.0,SE,24.0,61.0,1014.7,,23.9,Yes,No
15144,2014-12-23,43,13.6,20.3,1.0,,,SE,39.0,ESE,24.0,66.0,1022.9,,17.6,No,No
15145,2014-12-26,43,8.6,23.6,0.8,,,SE,39.0,SE,24.0,55.0,1021.0,,21.7,No,No
15146,2014-12-28,43,15.4,24.7,0.0,,,SW,33.0,SW,20.0,66.0,1018.1,,20.9,No,No
15147,2015-01-01,43,12.6,23.6,0.4,,,SSE,33.0,SSE,13.0,60.0,1010.1,,20.6,No,No
15148,2015-01-06,43,17.8,24.6,0.0,,,WNW,44.0,WSW,17.0,62.0,1010.1,,23.9,No,No
15149,2015-01-20,43,16.5,36.8,0.0,,,NW,35.0,S,11.0,39.0,1009.8,,33.5,No,No
15150,2015-01-23,43,15.9,23.7,0.0,,,SW,35.0,SW,19.0,55.0,1015.3,,21.9,No,No
15151,2015-01-24,43,14.4,22.2,0.0,,,S,41.0,S,20.0,62.0,1017.9,,19.8,No,No
15152,2015-01-31,43,17.0,26.4,0.2,,,SE,48.0,ESE,26.0,56.0,1017.4,,25.0,No,No
15153,2015-02-04,43,22.5,38.5,0.0,,,NNE,39.0,S,9.0,73.0,1012.3,,23.0,No,No
15154,2015-02-08,43,13.8,30.4,0.0,,,ENE,31.0,SSW,19.0,65.0,1014.1,,25.3,No,No
15155,2015-02-18,43,16.1,24.5,0.0,,,SSE,26.0,SSE,15.0,68.0,1013.2,,23.3,No,No
15156,2015-02-22,43,15.2,21.1,3.2,,,SSW,39.0,SSE,13.0,56.0,1018.4,,18.4,Yes,No
15157,2015-02-27,43,17.3,24.8,3.6,,,SSW,41.0,SW,17.0,55.0,1010.0,,23.6,Yes,No
15158,2015-03-04,43,10.6,24.3,0.0,,,SE,41.0,SE,20.0,53.0,1024.1,,22.9,No,No
15159,2015-03-19,43,13.8,20.4,2.8,,,SSW,37.0,SSW,17.0,55.0,1017.7,,19.0,Yes,No
15160,2015-03-21,43,13.4,21.7,,,,S,46.0,S,20.0,75.0,1015.3,,19.2,,Yes
15161,2015-03-28,43,13.8,23.6,0.0,,,SW,28.0,WSW,17.0,60.0,1019.3,,21.4,No,No
15162,2015-04-01,43,13.2,16.9,1.6,,,ESE,37.0,ESE,20.0,66.0,1026.0,,16.1,Yes,No
15163,2015-04-17,43,8.9,19.5,0.2,,,W,30.0,W,11.0,70.0,1021.8,,18.8,No,Yes
15164,2015-04-25,43,8.5,19.1,0.0,,,SE,26.0,SE,13.0,63.0,1026.7,,16.8,No,No
15165,2015-05-16,43,15.4,18.9,0.0,,,NNE,56.0,WNW,13.0,82.0,1006.8,,15.2,No,Yes
15166,2015-06-09,43,10.9,19.4,0.0,,,NNE,33.0,NNE,9.0,57.0,1026.3,,18.9,No,No
15167,2015-06-11,43,12.7,20.4,0.0,,,NNE,37.0,NNW,7.0,61.0,1015.8,,19.2,No,Yes
15168,2015-06-18,43,11.4,16.5,0.0,,,NE,37.0,NE,11.0,83.0,1012.8,,14.3,No,Yes
15169,2015-07-06,43,9.2,17.7,,,,,,N,13.0,81.0,1017.0,,16.2,,Yes
15170,2015-07-08,43,8.6,13.6,20.8,,,SSW,63.0,SE,28.0,70.0,1026.1,,9.6,Yes,No
15171,2015-07-12,43,8.7,13.9,0.0,,,NNE,20.0,NNE,6.0,70.0,1031.4,,13.6,No,No
15172,2015-07-21,43,5.7,15.1,20.8,,,WSW,46.0,WNW,13.0,66.0,1013.6,,13.9,Yes,No
15173,2015-08-11,43,10.4,15.3,3.4,,,WSW,50.0,SSW,15.0,76.0,1027.3,,12.6,Yes,No
15174,2015-08-21,43,9.4,16.3,5.0,,,NW,43.0,W,17.0,72.0,1006.4,,14.2,Yes,Yes
15175,2015-09-03,43,7.3,14.8,0.0,,,N,22.0,N,7.0,57.0,1022.4,,14.3,No,No
15176,2015-09-06,43,8.9,15.1,0.8,,,WNW,28.0,W,17.0,65.0,1026.8,,14.7,No,No
15177,2015-09-12,43,9.8,13.9,13.6,,,SSW,43.0,WNW,9.0,87.0,1012.2,,11.1,Yes,Yes
15178,2015-09-19,43,10.1,14.5,5.6,,,SSW,46.0,SSE,13.0,63.0,1027.6,,12.6,Yes,No
15179,2015-09-22,43,9.2,22.0,0.0,,,NNE,39.0,ENE,9.0,46.0,1026.0,,20.9,No,No
15180,2015-09-24,43,17.4,28.6,0.0,,,W,59.0,W,30.0,46.0,1015.6,,23.2,No,No
15181,2015-09-26,43,8.4,17.1,0.0,,,SE,37.0,SSE,15.0,74.0,1025.0,,15.4,No,Yes
15182,2015-09-27,43,11.3,15.7,3.6,,,ESE,41.0,ESE,19.0,67.0,1024.8,,14.6,Yes,No
15183,2015-10-04,43,13.5,21.9,0.0,,,NW,65.0,NW,30.0,53.0,1011.7,,20.0,No,Yes
15184,2015-10-05,43,11.2,14.7,9.6,,,WSW,83.0,W,22.0,71.0,1016.8,,11.8,Yes,Yes
15185,2015-10-16,43,7.7,19.4,0.4,,,WNW,44.0,W,19.0,62.0,1020.5,,19.0,No,No
15186,2015-10-22,43,12.9,25.1,0.0,,,NW,39.0,S,17.0,81.0,1010.4,,20.7,No,No
15187,2015-11-19,43,10.6,18.8,6.6,,,WSW,48.0,SW,20.0,57.0,1022.8,,16.8,Yes,No
15188,2015-12-01,43,12.5,20.0,0.0,,,SE,41.0,SSE,17.0,54.0,1022.9,,17.9,No,No
15189,2015-12-03,43,13.6,25.9,0.0,,,WSW,35.0,WSW,19.0,78.0,1008.9,,19.0,No,No
15190,2015-12-13,43,13.4,21.7,,,,,,WSW,15.0,56.0,1013.7,,21.0,,No
15191,2015-12-30,43,15.1,18.1,1.6,,,SE,39.0,SE,24.0,69.0,1015.9,,16.9,Yes,No
15192,2016-01-04,43,17.4,29.4,0.0,,,ENE,37.0,S,19.0,57.0,1011.3,,26.9,No,No
15193,2016-01-12,43,15.7,22.0,4.2,,,SW,43.0,WSW,20.0,59.0,1015.9,,19.1,Yes,No
15194,2016-01-15,43,14.1,32.0,0.0,,,SE,41.0,SE,24.0,32.0,1018.1,,30.7,No,No
15195,2016-01-23,43,12.9,23.8,0.0,,,SE,41.0,SSE,17.0,70.0,1016.9,,22.0,No,No
15196,2016-01-25,43,16.4,21.4,0.0,,,SE,41.0,ESE,19.0,77.0,1013.9,,19.9,No,No
15197,2016-02-10,43,18.6,24.6,0.0,,,SE,41.0,E,24.0,71.0,1016.1,,22.6,No,No
15198,2016-02-17,43,15.1,27.0,0.0,,,SSE,33.0,S,15.0,77.0,1015.3,,22.2,No,No
15199,2016-02-19,43,15.1,21.8,1.8,,,SE,56.0,ESE,37.0,57.0,1019.8,,21.0,Yes,No
15200,2016-02-26,43,12.5,25.2,0.0,,,SE,35.0,SE,20.0,59.0,1018.8,,23.7,No,No
15201,2016-02-27,43,15.6,26.7,0.0,,,ENE,26.0,S,11.0,58.0,1011.8,,24.3,No,No
15202,2016-03-15,43,21.2,33.9,0.0,,,N,61.0,W,19.0,70.0,1005.4,,25.6,No,Yes
15203,2016-03-20,43,15.2,24.2,0.0,,,ESE,37.0,ESE,22.0,68.0,1014.4,,23.4,No,No
15204,2016-05-05,43,12.2,17.3,5.0,,,SSW,37.0,SW,9.0,62.0,1014.2,,15.2,Yes,No
15205,2016-05-11,43,10.5,22.5,0.2,,,NW,39.0,W,13.0,59.0,1018.9,,22.0,No,No
15206,2016-05-20,43,10.3,20.3,0.2,,,,,NW,20.0,60.0,1003.2,,19.7,No,Yes
15207,2016-05-26,43,10.5,17.3,14.8,,,NW,50.0,W,19.0,53.0,1017.2,,16.7,Yes,No
15208,2016-05-28,43,10.9,17.1,16.8,,,W,43.0,WSW,20.0,68.0,1011.6,,15.4,Yes,Yes
15209,2016-05-29,43,10.0,14.2,2.6,,,SSW,22.0,SSW,9.0,80.0,1018.4,,12.6,Yes,No
15210,2016-07-06,43,5.9,16.1,0.2,,,NNE,30.0,NNE,13.0,56.0,1019.9,,14.8,No,No
15211,2016-07-09,43,6.7,12.7,20.6,,,NW,41.0,NW,20.0,99.0,1000.7,,9.9,Yes,Yes
15212,2016-07-27,43,11.1,15.8,0.0,,,NW,28.0,,0.0,72.0,1023.2,,15.2,No,No
15213,2016-08-14,43,12.2,18.5,,,,,,WNW,17.0,59.0,1011.7,,17.3,,Yes
15214,2016-08-24,43,2.6,14.9,0.0,,,SE,30.0,SE,13.0,60.0,1025.9,,13.2,No,No
15215,2016-08-29,43,9.3,13.0,14.6,,,S,39.0,SW,11.0,69.0,1015.0,,12.6,Yes,No
15216,2016-09-17,43,6.4,15.3,0.8,,,SSW,20.0,SE,7.0,84.0,1023.6,,12.3,No,Yes
15217,2016-09-26,43,8.5,17.0,0.6,,,WNW,57.0,WSW,20.0,97.0,1013.5,,12.4,No,Yes
15218,2016-10-10,43,8.2,16.4,0.4,,,SW,31.0,S,13.0,58.0,1028.7,,15.2,No,No
15219,2016-10-20,43,7.6,13.8,11.6,,,SSW,59.0,S,15.0,63.0,1022.4,,11.8,Yes,No
15220,2016-10-25,43,8.7,18.1,1.6,,,WNW,44.0,SW,17.0,89.0,1013.9,,14.6,Yes,Yes
15221,2016-10-27,43,10.9,20.0,0.0,,,WNW,48.0,W,19.0,62.0,1016.9,,19.6,No,No
15222,2016-11-27,43,14.7,20.9,,,,SSW,33.0,SSE,13.0,65.0,1016.4,,18.7,,No
15223,2016-11-30,43,8.9,21.0,0.0,,,WSW,35.0,WSW,17.0,61.0,1012.9,,20.1,No,No
15224,2016-12-07,43,13.9,20.2,0.6,,,WSW,54.0,S,17.0,53.0,1018.7,,18.3,No,No
15225,2016-12-20,43,13.6,23.1,0.0,,,ESE,39.0,ESE,17.0,61.0,1015.6,,22.3,No,No
15226,2016-12-22,43,16.0,23.7,0.6,,,WSW,35.0,SSW,19.0,62.0,1009.9,,22.8,No,No
15227,2016-12-25,43,13.8,21.0,1.2,,,SE,35.0,SSE,17.0,56.0,1013.9,,19.9,Yes,No
15228,2016-12-27,43,11.4,18.8,12.2,,,SW,59.0,SW,30.0,65.0,1005.0,,17.8,Yes,Yes
15229,2017-01-05,43,17.2,25.1,0.0,,,WSW,65.0,W,20.0,59.0,1002.0,,24.1,No,Yes
15230,2017-01-06,43,11.7,20.2,6.6,,,W,59.0,W,24.0,71.0,1006.2,,18.8,Yes,Yes
15231,2017-01-12,43,13.9,21.0,1.2,,,W,63.0,WSW,28.0,56.0,1007.4,,18.8,Yes,No
15232,2017-01-15,43,13.6,24.9,0.0,,,SSW,33.0,SW,17.0,57.0,1008.5,,23.2,No,No
15233,2017-01-17,43,12.0,20.6,0.0,,,SSE,39.0,SSE,19.0,51.0,1017.3,,19.2,No,No
15234,2017-01-24,43,8.2,23.4,0.0,,,S,31.0,SSE,17.0,57.0,1018.7,,20.4,No,No
15235,2017-01-28,43,12.7,25.5,0.2,,,SSW,31.0,S,15.0,64.0,1009.4,,23.8,No,No
15236,2017-02-07,43,14.5,23.7,0.0,,,SSW,46.0,SW,20.0,58.0,1005.7,,21.3,No,No
15237,2017-02-17,43,14.2,22.4,0.0,,,SE,39.0,ESE,20.0,60.0,1021.5,,21.5,No,No
15238,2017-02-21,43,11.2,18.8,14.2,,,WSW,65.0,WSW,33.0,56.0,1013.0,,16.8,Yes,Yes
15239,2017-03-10,43,14.9,20.3,19.2,,,SSE,41.0,SSE,20.0,65.0,1017.9,,18.9,Yes,No
15240,2017-03-15,43,13.6,19.0,12.2,,,SW,70.0,S,13.0,59.0,1020.0,,16.7,Yes,No
15241,2017-03-26,43,12.4,17.6,10.0,,,WSW,69.0,W,24.0,64.0,1012.1,,16.1,Yes,Yes
15242,2017-04-26,43,9.6,20.8,0.2,,,S,20.0,SE,9.0,71.0,1026.2,,18.9,No,No
15243,2017-04-28,43,10.4,21.3,0.2,,,SE,24.0,SSE,11.0,73.0,1025.4,,20.2,No,No
15244,2017-05-02,43,7.7,22.0,0.0,,,NNE,33.0,ENE,11.0,49.0,1023.1,,20.7,No,No
15245,2017-05-05,43,13.9,20.5,4.6,,,NW,31.0,WSW,13.0,67.0,1022.2,,19.4,Yes,No
15246,2017-05-10,43,10.4,14.8,3.8,,,NNW,20.0,SE,11.0,98.0,1023.6,,13.2,Yes,Yes
15247,2017-05-17,43,11.9,19.6,1.6,,,ENE,28.0,ENE,11.0,61.0,1020.6,,17.9,Yes,No
15248,2017-05-18,43,11.6,22.1,0.0,,,NNE,43.0,NW,17.0,57.0,1014.0,,20.9,No,Yes
15249,2017-05-19,43,14.3,19.8,14.8,,,W,59.0,NW,24.0,84.0,1005.8,,17.5,Yes,Yes
15250,2017-05-22,43,8.9,15.6,3.4,,,W,41.0,WSW,17.0,73.0,1015.7,,15.6,Yes,Yes
15251,2017-06-08,43,6.1,18.0,0.0,,,NNE,31.0,NE,11.0,66.0,1029.0,,17.7,No,No
15252,2017-06-19,43,12.6,19.1,0.0,,,SSE,43.0,WNW,13.0,65.0,1019.1,,18.0,No,Yes
15253,2017-06-23,43,13.0,15.9,15.4,,,SE,56.0,SE,17.0,68.0,1025.1,,14.2,Yes,Yes
15254,2017-06-25,43,9.3,15.4,7.4,,,SSW,20.0,SSW,6.0,70.0,1026.7,,14.6,Yes,No
15255,2008-07-02,15,5.1,10.8,16.2,3.6,3.2,W,83.0,SW,26.0,60.0,1002.5,6.0,8.5,Yes,Yes
15256,2008-07-07,15,4.1,15.8,0.0,1.0,5.3,NNW,39.0,WNW,4.0,61.0,1015.2,5.0,13.8,No,Yes
15257,2008-07-22,15,3.3,10.9,5.2,1.6,6.2,WSW,52.0,SW,20.0,54.0,1022.2,2.0,10.6,Yes,No
